"id";"title";"abstract_por";"authors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages";
"UFSC_7c60a915263168c6129b99827efb621c";"A Organização da profissão do arquiteto frente ao cooperativismo de crédito";"A sociedade passa por transformações constantes de cunho social, político e econômico em virtude do processo de globalização em que estamos inseridos. A preocupação com a profissão do arquiteto leva à investigação sobre os quatro elementos que compõem a sua estrutura profissional: (1) formação, (2) prática, (3) economia e (4) política. Entretanto, devido à dimensão do desafio, esta dissertação propõe-se a abordar somente a questão econômica, embora se entenda que, somente atuando sobre todos esses elementos em seu conjunto, será possível chegar a dias melhores para a profissão no Brasil, motivo pelo qual se espera que outros estudos sejam realizados. Nesse sentido, as cooperativas de crédito avançam na conquista de novos espaços que não são propiciados pelas condições de funcionamento do sistema financeiro convencional. A partir de um estudo e caso, buscou-se, por meio da cooperativa de crédito Arquia, analisar a situação econômica e administrativa dos arquitetos espanhóis, bem como programas próprios deles. Esse esforço de pesquisa tem por objetivo retratar a influência da ideologia cooperativista no desenvolvimento geral da profissão do arquiteto e do seu crescimento pessoal. Tudo começa com o conhecimento, o qual tem assumido um importante e decisivo papel em prol do crescimento das organizações de um modo geral. Entende-se que o dinamismo que tem caracterizado os mercados contribui de forma relevante para que o conhecimento passe a ser compreendido como fator essencial em qualquer setor ou empresa que pretende perpetuar-se em uma posição de destaque na sua área de atuação. A situação real em que vive a geração mais nova de arquitetos e muitos integrantes das outras gerações é a de subemprego, desemprego ou pelo menos de grande dificuldade para inserirse, em condições dignas, na vida produtiva. Ainda para tornar a estrutura de capitalismo completa, é necessário introduzir outro tipo de empresa que reconheça a natureza multidimensional dos seres humanos.";"primary[Simon, Roberto Rodrigues(NA)]";"";"UFSC";"masterThesis";"openAccess";"2010";"http://repositorio.ufsc.br/xmlui/handle/123456789/94148";"masterThesis";"por"
"UFSC_dd7449136c4856392a93502f2b8e00e7";"Estudo morfométrico na cicatrização de feridas cutâneas em ratos, utilizando Coronopus didymus e Calendula officinalis";"";"primary[Nitz, Antonio Carlos(NA)]";"";"UFSC";"masterThesis";"openAccess";"2005";"http://repositorio.ufsc.br/handle/123456789/102476";"masterThesis";"por"
"UFSC_3248a18c9e8c31ceb86bd9493d234085";"A abordagem do conceito de limite via sequência didática: do ambiente lápis papel ao ambiente computacional";"";"primary[Zuchi, Ivanete(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2005";"http://repositorio.ufsc.br/handle/123456789/102893";"doctoralThesis";"por"
"UFSC_28b99b337886b93d99bbdd42221b3030";"Indicativos para o desenvolvimento de uma tecnologia para comunicação com acompanhantes de pacientes no centro cirúrgico";"";"primary[Jacomossi, Larissa Verena Alcantara(NA)]";"";"UFSC";"masterThesis";"openAccess";"2017";"https://repositorio.ufsc.br/handle/123456789/188761";"masterThesis";"por"
"UFSC_cf6f9f2347b0f55e34d5d329e3210799";"Análise e controle de sistemas de estrutura variável";"Este trabalho explora uma nova abordagem para análise e controle dos sistemas de estrutura variável. Tais sistemas, mesmo quando formados por estruturas lineares, ao sofrerem comutação entre essas estruturas, se tor-nam não-lineares. Além disso, a comutação introduz descontinuidades nas equações dinâmicas do sistema. Essas duas propriedades --não-linearidade e descontinuidade - conferem características únicas aos sistemas de estrutura variável, podendo ainda, fazer surgir certos tipos de bifurcações próprias desses sistemas. Alguns dos fenômenos resultantes dessas bifurcações já foram relatados na literatura e observados na prática, principalmente, em certos artefatos tecnológicos, a exemplo dos conversores de potência, que processam a energia elétrica por meio de circuitos eletrônicos que alternam entre diferentes estruturas dinâmicas. Os fenômenos não-lineares nesses sistemas descontínuos ainda constituem tema pouco explorado se comparados aos sistemas contínuos. É preciso, pois, empreender novos esforços de pesquisa, no sentido de combinar o conhecimento já adquirido no domínio dos sistemas de estrutura variável com os resultados advindos da teoria qualitativa dos sistemas dinâmicos. Por isso, este trabalho faz uma incursão nesse campo, buscando um novo foco de análise e propondo a construção de um fundamento teórico para o estudo de bifurcações em sistemas de estrutura variável. Neste sentido, aplicações em Eletrônica de Potência e Biomatemática são trazidas como exemplo, para evidenciar a ocorrência das novas bifurcações previstas pelo método de análise proposto. E, respaldado nos resultados obtidos com a análise de bifurcações, métodos de síntese de controladores são também apresentados.";"primary[Cunha, Felipe Borges(NA)]";"";"UFSC";"masterThesis";"openAccess";"2002";"http://repositorio.ufsc.br/xmlui/handle/123456789/83237";"masterThesis";"por"
"UFSC_851137f8bcb6bed106b455d88064745e";"Estruturação de situações problemáticas baseada na integração da soft systems methodology à MCDA-construtivista";"Decidir faz parte do cotidiano das pessoas. Seja no âmbito das relações profissionais ou particulares, decisões são tomadas a todo o momento. No entanto, o aumento do grau de complexidade das situações, o excesso de informações disponíveis, a diversidade de interesses envolvidos e as limitações humanas no processamento de eventos simultâneos, fazem com que a ênfase esteja voltada para a escolha dentre um conjunto de alternativas, ao invés da identificação de quais objetivos envolvidos e como fazer para melhorar o desempenho em cada um deles. Nesse sentido, abordagens direcionadas ao processo de apoio à decisão, como a MCDA-Construtivista, representam um importante instrumento para auxiliar indivíduos em situações problemáticas. Uma de suas principais características é a flexibilidade metodológica, decorrente da visão de conhecimento construtivista que a orienta. Inserido neste contexto, o presente trabalho tem como objetivo geral desenvolver uma proposta teórico-metodológica que viabilize a integração da Soft Systems Methodology (SSM) à MCDA-Construtivista nos processos de apoio à decisão. Com isso, pretende-se potencializar os benefícios advindos do uso do processo SSM na atividade de representação, organização e compreensão do problema, aliando-os a robustez e foco na promoção de aprendizado sobre o problema, características que norteiam a MCDA-Construtivista. Essa integração é descrita em uma proposta teórico-metodológica e seus procedimentos testados por meio da aplicação em uma situação real.";"primary[Longaray, Andre Andrade(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2004";"http://repositorio.ufsc.br/xmlui/handle/123456789/87916";"doctoralThesis";"por"
"UFSC_5cfd7a707af3359d5959707705ff5dd5";"Famílias vivenciando o risco de vida do filho /";"";"primary[Ribeiro, Nair Regina Ritter(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"1999";"http://repositorio.ufsc.br/xmlui/handle/123456789/80698";"doctoralThesis";"por"
"UFSC_d7b4f32b9f008dac426c04b64edc6dd9";"Remoção de compostos sulfurados e nitrogenados do gasóleo pesado (GOP) em sistema bifásico pelo Rhodococcus erythropolis ATCC4277 em reator batelada";"A queima de combustíveis fósseis tem liberado uma grande quantidade de poluentes na atmosfera. A chuva ácida é extremamente prejudicial para a fauna e flora; acelera os processos de corrosão de prédios e monumentos; e gera graves problemas de saúde para o ser humano. Outro fato preocupante é a redução da qualidade do petróleo, os poços de petróleo leve estão se esgotando. Considerando esses fatores muitos países estão reformulando sua legislação a fim de exigir a comercialização de combustíveis com menores teores de impurezas. Os processos de dessulfurização e desnitrogenação existentes não são capazes de remover o enxofre e nitrogênio a níveis tão baixos. Com esse contexto tem-se desenvolvido um novo processo denominado biorremediação, o qual surge o interesse em desenvolver um processo no qual ocorre à degradação dos compostos através da ação de micro-organismos que atuam como catalisadores. A bactéria Rhodococcus erythropolis vem despontando como uma das mais promissoras na remoção e degradação de compostos indesejados do petróleo. Um estudo sobre o meio de crescimento e condições de cultivo torna-se necessário no sentido de se obter um meio nutritivo eficiente e ao mesmo tempo economicamente viável aos processos industriais. Nesse trabalho buscou-se analisar a capacidade da cepa nacional Rhodococcus erythropolis ATCC4277 de remover enxofre e nitrogênio de gasóleo pesado (GOP) em reator descontínuo utilizando concentrações de fase orgânica, com frações variando de 10 a 100% (m/m). As melhores condições de cultivo para o crescimento do R. erythropolis ATCC4277 foram temperatura de 23,7 °C, agitação de 180 rpm e com uma concentração de extrato de levedura de 6,15 g.L-1, CaCO3 de 1,1 g.L-1, glicose 2,0 g.L-1 e malte 5,0 g.L-1. O R. erythropolis ATCC4277 foi capaz de degradar os compostos de enxofre e nitrogênio presentes no gasóleo pesado, com uma remoção de 26,70 e 51,74%, respectivamente, para a fração óleo/água de 90%, resultado superior ao obtido na fração de 10%, a qual remoção foi de 7,64 e 39,02%.<br>";"primary[Todescato, Diego(NA)]";"";"UFSC";"masterThesis";"openAccess";"2014";"https://repositorio.ufsc.br/xmlui/handle/123456789/132445";"masterThesis";"por"
"UFSC_a26e6e366314cb7bf35b93485a4fe760";"Inversores multiníveis com acoplamento magnético e modulação três níveis";"Este trabalho tem por objetivo estudar uma proposta para conexao de inversores tres niveis com modulacao PWM senoidal para geraçao de uma estrutura multinivel a partir do acoplamento magnetico entre os mesmos. Primeiramente uma breve descriçao dos inversores mais consolidados na literatura e realizada. Posteriormente, uma analise matematica sobre a modulaçao SPWM aplicada em inversores monofasicos em ponte completa e mostrada. A partir disso, inicia-se o estudo sobre o inversor inversores de tensao monofasicos em ponte completa via transformador de tres enrolamentos. Sao examinadas as formas de onda da tensao de saida, espectro harmonico, problemas relacionados a essa conexao bem como equacionamento matematico para dimensionamento dos componentes constituintes da estrutura de potencia. O capitulo seguinte trata das estrategias de controle necessaria para implementaçao da estrutura. O controle do uxo de potencia processada entre os inversores e a eliminaçao da componente de corrente media sao explanadas. Seguidamente, trate-se do topico referente ao projeto fsico do inversor a partir das equaçoes obtidas durante todo processo de estudo. Porem, os resultados de simulaçao e os resultados experimentais obtidos em laboratorio sao comparados para comprovaçao da analise realizada ao longo do trabalho.";"primary[Silva, Rodrigo da(NA)]";"";"UFSC";"masterThesis";"openAccess";"2012";"http://repositorio.ufsc.br/xmlui/handle/123456789/92677";"masterThesis";"por"
"UFSC_709295b519fb83cf237f07d710dbb033";"Características individuais influenciam a estrutura social dos botos-da-tainha que cooperam com pescadores artesanais";"";"primary[Machado, Alexandre Marcel da Silva(NA)]";"";"UFSC";"masterThesis";"openAccess";"2018";"https://repositorio.ufsc.br/handle/123456789/193691";"masterThesis";"por"
"UFSC_11b5b28740b7244b6ef83e76c10faca5";"Uma aporia das democracias liberais contemporâneas: a tensão entre exigências religiosas e direitos liberais igualitários";"A presente tese tem como objetivo principal a investigação dos elementos conceituais disponíveis na filosofia política que nos permitem apontar os limites da religião na política. Como sugere o próprio título, apresento, por um lado, as evidências que pairam em nossas sociedades liberais democráticas, de uma tensão entre as exigências religiosas com os direitos e princípios fundamentais embasados em premissas seculares, e, mostro, por outro lado, de que maneira as teorias filosóficas políticas conseguem entrever um limite ao discurso religioso quando este possui pretensões políticas. O tom da tese é eminentemente político. Os primeiros dois capítulos, e o capítulo quinto, têm como proposta apresentar as questões de fato, isto é, as querelas em torno da religião presentes nas sociedades, principalmente francesa, inglesa e americana. A intenção dessa abordagem pragmática é mostrar que o tratamento de questões em torno da religião, na sociedade e na política, pela filosofia política, não deve estar desconectado da realidade presente. E a realidade nos mostra um retorno do religioso com os seus próprios perigos. Com a abordagem teórica, a questão que eu coloco é a de saber o que torna o retorno do religioso, nas sociedades contemporâneas ocidentais, tão preocupante do ponto de vista da filosofia política. A hipótese principal é a de que este retorno causa dois males à sociedade que devem ser objeto de investigação pela filosofia política: um deles é a desagregação social e o outro é a pretensão de investidura da religião no poder político.";"primary[Reich, Evânia Elizete(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2017";"https://repositorio.ufsc.br/xmlui/handle/123456789/183233";"doctoralThesis";"por"
"UFSC_02f9411ed837c20949c90040199914cb";"Avaliação de diferentes técnicas de modelagem e de dados espaciais aplicadas à análise de risco a deslizamentos no baixo vale da bacia do rio Itajaí-Açu SC";"Nos últimos 35 anos, o baixo vale do rio Itajaí-Açu registrou um aumento na freqüência de eventos climáticos extremos. No evento meteorológico de 2008, a ocorrência generalizada de deslizamentos resultou no maior desastre sócioambiental da historia do Estado de Santa Catarina. Na ocasião, ocorreram aproximadamente 4.000 deslizamentos que vitimaram 135 pessoas e danificaram áreas agrícolas, florestais e, sobretudo, sítios urbanos. Por essa razão, o objetivo desse trabalho é contribuir para o estudo dos deslizamentos no baixo vale da bacia do rio Itajaí-Açu. Tem como ponto fundamental a investigação e avaliação de métodos de análise e modelagem espacial guiada pelos dados (data-driven) e pelo conhecimento de dados do meio físico (knowledge-driven), visando o mapeamento de áreas com suscetibilidade e de risco aos movimentos de massa gravitacional. Na etapa de inventariação dos deslizamentos, os dados obtidos por Sensoriamento Remoto (informações satelitais, aerofotogramétricas) e pela Cartografia em Multimídia tiveram grande utilidade na detecção e mapeamento dos deslizamentos em três cenários distintos (2008, 2011 e 2015). Feições como superfícies de ruptura e cicatrizes de escorregamentos foram identificadas, quantificadas e mapeadas, baseadas em interpretações e processamento de imagens orbitais e aéreas. Os fatores do meio físico ou temas evidenciais que influenciaram a ocorrência de deslizamento foram calculadas a partir de dados globais (SRTM - 90x90m, ASTER - 30x30m) e locais de elevação (SDS - 3x3m). A associação espacial entre os temas do meio físico e os deslizamentos foi calculada pelos valores de studentized contrast, memberships values, relação de frequência e weighted sum overlay, usando respectivamente, a modelagem Pesos de Evidência, inferência Fuzzy e o Índice de Suscetibilidade a Deslizamento (ISD). No geral, os mapas finais de suscetibilidade relativa a deslizamentos honraram satisfatoriamente os pontos de treinamento (deslizamentos) não utilizados na modelagem, atestando os bons resultados da classificação, sendo que o método de mapeamento guiado pelo conhecimento dos dados - Índice de Suscetibilidade a Deslizamento (ISD) - foi o que apresentou melhor resultado, tanto nos dados orbitais quanto nos dados aéreos. Além disso, os temas evidenciais ou fatores preparatórios do meio físico indicam que o terço superior das vertentes são mais suscetíveis à ocorrência de deslizamentos. Para avaliação de mapas de suscetibilidade em termos ou quantificações de probabilidade absoluta (probabilidade a posteriori), o método binary WofE (Pesos de Evidência) foi aplicado no mesmo conjunto de dados anterior (SRTM - 90x90m, ASTER - 30x30m, SDS - 3x3m). No geral, a maioria das cicatrizes mapeadas ocorre exatamente ou próxima das áreas de maior suscetibilidade, onde estão os maiores valores de probabilidade a posteriori P_k (max), mas também é possível observar a ocorrência de deslizamentos em áreas de média e baixa suscetibilidade ou a posteriori mínima P_k (min). Constatou-se que um mapa ideal de suscetibilidade absoluta seria aquele com altos valores de eficiência e predição, amplitudes elevadas de probabilidade a posteriori máxima e mínima e que atenda a condição de independência condicional dos dados. A adoção de inventários multitemporais e diferentes estratégias de validação permitiu constatar que a construção e aplicação de mapas de suscetibilidade estáticos ou construídos com um único inventário seriam insuficientes ou impraticáveis para gestão de áreas risco. Desta maneira, o ordenamento territorial deve ser conduzido com mapas de perigo ou mapas de suscetibilidade temporais.<br>";"primary[Correia, Manoel Ricardo Dourado(NA)]";"";"UFSC";"doctoralThesis";"openAccess";"2015";"https://repositorio.ufsc.br/xmlui/handle/123456789/160745";"doctoralThesis";"por"
"UFSC_64fec5b002d9489c7d58aebb0e01e0f4";"Ué gaúcho, em Floripa tem samba?: uma antropologia do samba e do choro na Grande Florianópolis ontem e hoje";"Este trabalho busca através das falas de sujeitos negros da Grande Florianópolis perceber um universo sociocultural das práticas musicais dos sambistas, chorões e partícipes do mundo do samba e de sua socialidade. Esta etnografia histórica sobre o samba e choro na região da Grande Florianópolis, tem seu limite temporal a partir da década de 1940 e 1950, momento esse situado dentro do processo de consolidação dos ideais de modernidade advindos da nova ordem republicana, em Santa Catarina, e das reformas urbanas patrocinadas pelas elites locais de Florianópolis. Esses eventos históricos, citados nas falas dos sambistas e chorões, são o pano de fundo que revela a construção de uma sociomusicalidade produzida por negros(as) na capital catarinense e que atravessa o século XX por meios de suas rodas de samba, dos grandes bailes nos Clubes Negros, nas gafieiras e nos prostíbulos e durante carnavais inesquecíveis em que as agremiações disputaram ferrenhamente cada título. Esta etnografia do samba e do choro, se desloca através das histórias e descrições dos sambistas e chorões do passado, para as histórias que se atualizam hoje em bares que se tornaram redutos desse samba na contemporaneidade, espaços sociomusicais que serão apresentados aqui, como o Bar do Tião, o Bar Praça Onze e o Bar do Jacaré, reduto do Grupo Samba 7, mais antigo grupo de samba, que continua a se apresentar em diversos eventos no estado catarinense.";"primary[Silva, Marcelo da(NA)]";"";"UFSC";"masterThesis";"openAccess";"2012";"http://repositorio.ufsc.br/xmlui/handle/123456789/96325";"masterThesis";"por"
